Year,Persons_Trial_Completed,Total_Persons_under_Trial
2002,160,426
2002,12170,58054
2002,156,1508
2002,5036,36857
2003,2,23
2003,10096,31723
2003,0,28
2003,1342,5081
2003,1946,12653
2003,16,366
2003,516,7175
2003,0,35
2003,2,18
2003,746,7608
2003,9,115
2003,4464,60752
2003,2538,13267
2003,310,2608
2003,69,323
2003,770,2180
2003,2880,10555
2003,2929,19704
2003,0,0
2003,4863,35633
2003,15342,142824
2003,0,0
2003,0,7
2003,3,4
2003,0,0
2003,1669,8568
2003,6,20
2003,1161,6770
2003,4313,32411
2003,0,3
2003,1330,5526
2003,201,571
2003,7111,50847
2003,263,2013
2003,5270,40755
2004,7,31
2004,8195,33840
2004,0,31
2004,1951,5785
2004,1895,13578
2004,36,444
2004,1529,8216
2004,8,39
2004,12,22
2004,592,8895
2004,22,146
2004,4470,67865
2004,3458,14008
2004,299,2638
2004,33,390
2004,750,2411
2004,2377,10330
2004,3949,22059
2004,0,0
2004,4719,39460
2004,13899,146216
2004,0,2
2004,0,8
2004,1,1
2004,0,0
2004,1363,8942
2004,9,16
2004,1434,7561
2004,5698,34909
2004,0,4
2004,1945,6812
2004,225,849
2004,8045,54341
2004,399,2836
2004,3872,44452
2005,0,29
2005,8574,37879
2005,3,40
2005,1807,6013
2005,1905,14094
2005,21,531
2005,1292,8137
2005,8,42
2005,3,19
2005,697,10814
2005,8,138
2005,4815,75707
2005,2485,13843
2005,506,2797
2005,56,453
2005,687,2059
2005,2995,11001
2005,4204,23603
2005,0,0
2005,6036,41026
2005,14389,152881
2005,0,3
2005,3,8
2005,0,0
2005,0,0
2005,1424,10196
2005,2,10
2005,924,7498
2005,3925,35138
2005,0,0
2005,2069,7174
2005,568,1290
2005,9442,56915
2005,218,3028
2005,5430,51515
2006,0,45
2006,10441,39611
2006,5,46
2006,1805,6140
2006,2556,14689
2006,29,615
2006,1378,8102
2006,8,44
2006,8,30
2006,570,13205
2006,10,150
2006,5159,84443
2006,2199,14767
2006,280,2668
2006,44,581
2006,76,1916
2006,3500,11200
2006,5679,25686
2006,0,0
2006,4778,41186
2006,12367,159575
2006,0,3
2006,0,10
2006,0,0
2006,4,4
2006,1299,11294
2006,8,35
2006,1087,7828
2006,5555,38218
2006,2,3
2006,2444,7432
2006,580,1286
2006,9714,58558
2006,215,3573
2006,6492,58272
2007,10,59
2007,11232,41882
2007,2,55
2007,1999,6616
2007,2573,14753
2007,45,694
2007,1085,8764
2007,3,40
2007,0,39
2007,604,14788
2007,36,167
2007,6142,96317
2007,2292,16197
2007,348,2894
2007,66,798
2007,1056,2736
2007,3306,11378
2007,5412,26459
2007,0,0
2007,5827,43952
2007,13385,169639
2007,0,3
2007,0,15
2007,0,1
2007,0,1
2007,1208,11800
2007,10,68
2007,1282,8233
2007,5197,39871
2007,2,7
2007,2249,8114
2007,636,1441
2007,14351,65710
2007,564,4091
2007,7007,66694
2008,2,82
2008,9026,46648
2008,3,62
2008,1883,6867
2008,2400,14974
2008,43,692
2008,1207,9616
2008,9,48
2008,5,59
2008,1005,15524
2008,25,156
2008,8193,107905
2008,2823,17632
2008,320,3121
2008,77,976
2008,927,2942
2008,3324,12360
2008,4821,27128
2008,0,0
2008,9789,45948
2008,15327,180006
2008,0,3
2008,4,20
2008,2,6
2008,3,3
2008,1339,12732
2008,8,71
2008,1135,8932
2008,5431,41269
2008,0,13
2008,2097,9040
2008,479,1633
2008,16999,71578
2008,931,3750
2008,6719,75584
2009,3,118
2009,11077,48498
2009,7,73
2009,1834,7601
2009,3109,16154
2009,51,684
2009,1128,10661
2009,6,39
2009,15,58
2009,583,15571
2009,35,157
2009,9499,116375
2009,2911,18398
2009,375,3443
2009,59,1263
2009,1137,3376
2009,3774,14469
2009,5192,28374
2009,1,2
2009,7206,45198
2009,15182,190155
2009,0,3
2009,3,30
2009,8,8
2009,2,2
2009,1812,14218
2009,28,89
2009,1334,9444
2009,5166,44158
2009,9,21
2009,2745,9647
2009,568,2365
2009,17726,76050
2009,415,3431
2009,7453,82292
2010,2,137
2010,12018,54166
2010,3,74
2010,2400,9347
2010,2811,16260
2010,86,653
2010,1508,11766
2010,3,42
2010,2,48
2010,866,15826
2010,12,164
2010,9834,122629
2010,4162,19217
2010,335,3591
2010,75,1457
2010,2099,4493
2010,4104,16193
2010,4914,30254
2010,0,1
2010,7260,45708
2010,18565,200934
2010,0,3
2010,2,36
2010,2,3
2010,3,3
2010,2638,17228
2010,13,70
2010,1365,9521
2010,4816,46764
2010,0,13
2010,2436,9761
2010,699,2255
2010,22171,77775
2010,1104,3542
2010,7979,93958
2001,0,0
2001,0,4
2001,0,0
2001,0,0
2001,14,161
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,70,89
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,11
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,13
2001,0,0
2001,0,0
2001,0,2
2001,0,0
2001,6,12
2001,0,0
2001,0,0
2001,5,15
2001,0,6
2002,0,0
2002,0,4
2002,0,0
2002,0,0
2002,18,243
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,28,44
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,11,11
2002,0,0
2002,0,0
2002,1,1
2002,0,0
2002,0,13
2002,0,0
2002,0,0
2002,2,2
2002,0,0
2002,6,6
2002,0,0
2002,0,0
2002,12,12
2002,0,7
2003,0,0
2003,4,5
2003,0,0
2003,0,0
2003,14,290
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,22,22
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,1,1
2003,0,0
2003,0,13
2003,0,0
2003,0,0
2003,0,3
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,7
2004,0,0
2004,1,6
2004,0,0
2004,0,0
2004,8,315
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,1,1
2004,13,13
2004,0,0
2004,0,0
2004,5,8
2004,0,0
2004,0,0
2004,0,0
2004,0,7
2004,0,0
2004,2,9
2005,0,0
2005,3,10
2005,0,0
2005,0,3
2005,23,369
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,11
2005,0,0
2005,0,0
2005,0,0
2005,0,4
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,3,3
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,2,12
2006,0,0
2006,5,7
2006,0,0
2006,0,3
2006,33,406
2006,0,0
2006,0,3
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,25,26
2006,0,0
2006,0,0
2006,0,0
2006,0,4
2006,0,2
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,2,4
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,4,33
2007,0,0
2007,0,2
2007,0,0
2007,0,3
2007,53,456
2007,0,0
2007,3,3
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,1
2007,0,0
2007,0,0
2007,0,0
2007,0,4
2007,2,2
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,2
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,10,73
2008,0,0
2008,0,2
2008,0,0
2008,2,3
2008,41,467
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,23,62
2008,0,0
2008,0,0
2008,0,0
2008,0,4
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,1,2
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,30,76
2009,0,0
2009,0,2
2009,0,0
2009,0,2
2009,14,462
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,9,44
2009,0,0
2009,0,0
2009,0,0
2009,0,6
2009,0,0
2009,0,0
2009,0,2
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,1
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,17,45
2010,0,0
2010,0,2
2010,0,0
2010,0,2
2010,11,466
2010,0,0
2010,0,5
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,10,55
2010,0,0
2010,0,0
2010,0,0
2010,2,25
2010,0,0
2010,0,0
2010,2,2
2010,0,0
2010,0,0
2010,0,5
2010,0,0
2010,0,0
2010,0,1
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,19,32
2001,0,9
2001,4,984
2001,0,2
2001,8,60
2001,1,184
2001,0,57
2001,4,6
2001,0,0
2001,0,0
2001,0,1590
2001,0,108
2001,0,1120
2001,0,144
2001,0,4
2001,2,21
2001,0,4
2001,95,2361
2001,0,890
2001,0,0
2001,0,452
2001,0,4560
2001,0,2
2001,0,8
2001,0,13
2001,0,0
2001,0,327
2001,0,28
2001,0,102
2001,0,747
2001,0,0
2001,0,328
2001,0,0
2001,0,451
2001,0,6
2001,2,201
2002,0,9
2002,17,2079
2002,0,2
2002,10,61
2002,7,317
2002,0,69
2002,0,32
2002,0,0
2002,0,27
2002,0,1650
2002,0,91
2002,0,1517
2002,1,181
2002,0,14
2002,0,33
2002,0,4
2002,5,2090
2002,4,991
2002,0,0
2002,0,335
2002,5,4893
2002,0,13
2002,0,8
2002,0,0
2002,18,0
2002,0,359
2002,0,13
2002,8,174
2002,0,895
2002,0,0
2002,0,487
2002,0,0
2002,10,393
2002,0,3
2002,11,385
2003,0,9
2003,4,1565
2003,0,2
2003,10,59
2003,0,266
2003,0,81
2003,0,30
2003,0,0
2003,0,21
2003,0,1707
2003,0,69
2003,0,1930
2003,0,302
2003,0,17
2003,0,50
2003,0,6
2003,51,2075
2003,2,1101
2003,0,0
2003,0,300
2003,0,5013
2003,0,13
2003,0,8
2003,0,1
2003,2,0
2003,0,427
2003,0,19
2003,0,301
2003,0,1029
2003,7,0
2003,0,598
2003,0,0
2003,0,456
2003,0,0
2003,14,415
2004,0,9
2004,4,1445
2004,0,2
2004,19,91
2004,0,285
2004,0,88
2004,0,39
2004,0,8
2004,0,16
2004,0,1763
2004,0,50
2004,0,2618
2004,0,538
2004,0,42
2004,4,54
2004,0,5
2004,0,2460
2004,5,1204
2004,0,0
2004,0,375
2004,13,5539
2004,0,13
2004,0,8
2004,0,1
2004,0,0
2004,0,446
2004,0,17
2004,4,371
2004,0,1201
2004,0,0
2004,0,693
2004,0,0
2004,0,596
2004,0,0
2004,11,413
2005,0,9
2005,2,1584
2005,0,2
2005,31,83
2005,6,318
2005,0,116
2005,0,25
2005,0,8
2005,0,21
2005,0,1960
2005,0,62
2005,0,2763
2005,0,655
2005,0,42
2005,4,74
2005,6,9
2005,5,2664
2005,0,1397
2005,0,0
2005,0,458
2005,0,6676
2005,2,13
2005,0,8
2005,0,2
2005,1,0
2005,0,424
2005,0,6
2005,4,458
2005,0,1306
2005,3,0
2005,0,765
2005,0,0
2005,0,667
2005,0,17
2005,21,461
2006,0,9
2006,2,1839
2006,0,2
2006,42,52
2006,1,274
2006,0,128
2006,0,24
2006,0,8
2006,0,25
2006,0,2050
2006,1,65
2006,0,2999
2006,0,902
2006,0,73
2006,0,83
2006,0,28
2006,2,3447
2006,0,1632
2006,0,0
2006,0,477
2006,7,7258
2006,0,13
2006,2,8
2006,0,0
2006,5,0
2006,0,428
2006,0,7
2006,8,539
2006,0,1488
2006,0,0
2006,0,903
2006,0,0
2006,0,616
2006,0,14
2006,40,453
2007,0,9
2007,2,2323
2007,0,2
2007,14,60
2007,1,290
2007,0,136
2007,0,84
2007,0,8
2007,0,30
2007,0,2254
2007,0,74
2007,0,3265
2007,0,1099
2007,0,74
2007,0,96
2007,0,51
2007,0,4425
2007,0,1836
2007,0,0
2007,0,438
2007,17,8186
2007,0,13
2007,0,0
2007,0,0
2007,19,1
2007,0,461
2007,0,21
2007,2,573
2007,0,1604
2007,3,2
2007,14,650
2007,0,0
2007,5,1004
2007,0,37
2007,17,372
2008,0,9
2008,0,2619
2008,0,2
2008,6,68
2008,0,300
2008,0,154
2008,0,131
2008,0,8
2008,0,23
2008,0,2290
2008,0,90
2008,0,3480
2008,0,1350
2008,0,74
2008,0,103
2008,0,85
2008,9,4787
2008,0,2020
2008,0,0
2008,0,378
2008,40,9238
2008,0,13
2008,2,1
2008,0,0
2008,9,1
2008,0,473
2008,0,20
2008,0,624
2008,0,1866
2008,0,6
2008,0,1013
2008,0,0
2008,18,1069
2008,0,74
2008,10,381
2009,0,11
2009,9,3032
2009,0,2
2009,8,127
2009,1,294
2009,8,137
2009,0,136
2009,0,28
2009,0,69
2009,0,2418
2009,7,71
2009,0,3601
2009,0,1507
2009,0,57
2009,0,111
2009,0,57
2009,29,5107
2009,0,2072
2009,0,0
2009,0,398
2009,0,10039
2009,0,13
2009,3,2
2009,0,1
2009,10,1
2009,0,433
2009,0,32
2009,3,661
2009,0,2016
2009,0,6
2009,5,1072
2009,0,0
2009,18,1049
2009,0,85
2009,28,416
2010,0,10
2010,12,2818
2010,0,2
2010,11,149
2010,0,278
2010,0,143
2010,0,148
2010,0,36
2010,0,75
2010,0,2425
2010,12,85
2010,0,3744
2010,0,1673
2010,0,93
2010,0,129
2010,0,49
2010,29,5299
2010,0,2326
2010,0,0
2010,0,458
2010,26,10918
2010,0,13
2010,0,2
2010,0,0
2010,3,0
2010,0,414
2010,0,43
2010,0,701
2010,0,2078
2010,5,9
2010,0,1307
2010,0,0
2010,13,954
2010,0,103
2010,26,504
2001,0,0
2001,20,1363
2001,0,0
2001,59,241
2001,362,8675
2001,0,0
2001,0,251
2001,0,0
2001,0,0
2001,0,115
2001,0,0
2001,0,27
2001,0,4
2001,0,18
2001,2,16
2001,48,2546
2001,16,2571
2001,0,24
2001,0,0
2001,0,258
2001,0,278
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,1,963
2001,0,19
2001,0,22
2001,0,14
2001,0,0
2001,0,863
2001,0,0
2001,157,4742
2001,0,12
2001,1,55
2002,0,4
2002,11,1917
2002,0,0
2002,28,297
2002,627,9338
2002,0,0
2002,0,174
2002,0,0
2002,0,0
2002,0,83
2002,0,0
2002,0,21
2002,0,4
2002,0,41
2002,0,14
2002,67,2146
2002,30,2157
2002,0,24
2002,0,0
2002,0,271
2002,0,295
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,1196
2002,0,18
2002,0,18
2002,0,21
2002,0,0
2002,0,703
2002,0,0
2002,54,4951
2002,0,13
2002,1,55
2003,0,4
2003,8,2249
2003,0,0
2003,40,298
2003,342,10216
2003,0,0
2003,0,178
2003,0,0
2003,0,0
2003,0,108
2003,0,0
2003,0,21
2003,0,6
2003,5,38
2003,0,17
2003,36,2342
2003,224,2224
2003,0,27
2003,0,0
2003,0,269
2003,0,298
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,4,1328
2003,0,25
2003,0,5
2003,0,24
2003,0,0
2003,3,815
2003,0,0
2003,34,4470
2003,0,10
2003,3,55
2004,0,4
2004,54,2364
2004,0,0
2004,37,325
2004,324,9406
2004,0,0
2004,0,197
2004,0,0
2004,0,0
2004,0,120
2004,0,0
2004,0,21
2004,0,9
2004,1,36
2004,0,24
2004,36,2190
2004,11,2183
2004,1,28
2004,0,0
2004,0,303
2004,0,357
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,1526
2004,0,37
2004,0,10
2004,0,25
2004,0,0
2004,1,1007
2004,0,0
2004,27,4533
2004,0,18
2004,0,50
2005,0,4
2005,21,2163
2005,0,0
2005,24,224
2005,107,9700
2005,0,0
2005,4,163
2005,0,0
2005,0,0
2005,0,140
2005,0,0
2005,0,15
2005,0,10
2005,0,36
2005,0,18
2005,112,2038
2005,48,2577
2005,0,24
2005,0,0
2005,0,321
2005,0,376
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,2,1678
2005,0,28
2005,0,6
2005,0,47
2005,0,0
2005,12,909
2005,0,0
2005,88,4055
2005,0,19
2005,2,64
2006,0,4
2006,88,1938
2006,0,0
2006,8,276
2006,361,10058
2006,0,0
2006,0,111
2006,0,0
2006,0,0
2006,0,102
2006,0,0
2006,0,15
2006,0,20
2006,0,36
2006,0,17
2006,0,1664
2006,16,2601
2006,0,16
2006,0,0
2006,0,313
2006,0,416
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,2,1930
2006,0,30
2006,5,8
2006,0,45
2006,0,0
2006,9,1130
2006,0,0
2006,58,4285
2006,0,20
2006,33,104
2007,0,4
2007,5,935
2007,0,0
2007,9,304
2007,102,10619
2007,0,0
2007,0,127
2007,0,0
2007,0,0
2007,0,74
2007,0,0
2007,0,9
2007,0,31
2007,0,38
2007,0,18
2007,1,1882
2007,27,2924
2007,0,14
2007,0,0
2007,0,337
2007,0,540
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,2643
2007,0,34
2007,0,14
2007,0,46
2007,0,0
2007,0,588
2007,0,0
2007,111,4258
2007,0,9
2007,1,113
2008,1,4
2008,13,1234
2008,0,0
2008,9,293
2008,75,10678
2008,0,0
2008,0,98
2008,0,0
2008,0,0
2008,0,69
2008,0,0
2008,0,8
2008,0,40
2008,0,37
2008,0,14
2008,24,1912
2008,25,3444
2008,0,11
2008,0,0
2008,0,403
2008,0,645
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,3121
2008,0,44
2008,0,19
2008,0,48
2008,0,0
2008,2,1095
2008,0,0
2008,145,4449
2008,0,11
2008,0,119
2009,0,4
2009,60,1966
2009,0,0
2009,7,237
2009,14,10840
2009,0,0
2009,0,45
2009,0,0
2009,0,0
2009,0,91
2009,0,0
2009,0,8
2009,0,44
2009,0,45
2009,0,15
2009,0,2070
2009,17,3848
2009,0,11
2009,0,0
2009,0,416
2009,0,758
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,4126
2009,0,63
2009,0,20
2009,0,33
2009,0,0
2009,18,1150
2009,0,0
2009,63,4019
2009,0,11
2009,3,171
2010,0,4
2010,26,2201
2010,0,0
2010,11,247
2010,30,11178
2010,0,1
2010,0,63
2010,0,1
2010,0,0
2010,0,95
2010,0,0
2010,0,13
2010,0,55
2010,0,45
2010,0,19
2010,2,1793
2010,42,3605
2010,0,13
2010,0,0
2010,0,969
2010,0,873
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,77,4829
2010,1,70
2010,0,21
2010,0,9
2010,0,0
2010,22,1277
2010,0,2
2010,71,4054
2010,0,12
2010,8,155
2001,0,0
2001,0,52
2001,0,0
2001,0,0
2001,1,7
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,2
2001,0,0
2001,0,91
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,9
2001,0,122
2001,0,0
2001,0,5
2001,0,713
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,3
2001,0,1
2001,0,7
2001,0,55
2001,0,0
2001,0,5
2001,0,0
2001,0,34
2001,0,0
2001,0,0
2002,0,0
2002,0,54
2002,0,0
2002,1,0
2002,0,15
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,6
2002,0,0
2002,0,90
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,7
2002,0,152
2002,0,0
2002,0,5
2002,0,349
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,3
2002,0,1
2002,1,4
2002,0,101
2002,0,0
2002,0,1
2002,0,0
2002,0,24
2002,0,0
2002,0,5
2003,0,0
2003,0,242
2003,0,0
2003,0,2
2003,0,6
2003,0,1
2003,0,0
2003,0,0
2003,0,0
2003,0,6
2003,0,0
2003,0,98
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,5
2003,2,175
2003,0,0
2003,0,0
2003,0,398
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,3
2003,0,1
2003,0,9
2003,0,122
2003,0,0
2003,0,4
2003,0,0
2003,0,18
2003,0,0
2003,0,0
2004,0,0
2004,0,69
2004,0,0
2004,0,2
2004,0,6
2004,0,1
2004,0,0
2004,0,0
2004,0,0
2004,0,6
2004,0,0
2004,0,111
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,177
2004,0,0
2004,0,0
2004,0,401
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,1
2004,1,7
2004,0,186
2004,0,0
2004,0,8
2004,0,0
2004,0,15
2004,0,0
2004,0,0
2005,0,0
2005,0,163
2005,0,0
2005,0,0
2005,0,6
2005,0,1
2005,0,0
2005,0,0
2005,0,0
2005,0,6
2005,0,0
2005,0,111
2005,0,0
2005,0,2
2005,0,0
2005,0,0
2005,0,0
2005,0,169
2005,0,0
2005,0,0
2005,0,411
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,9
2005,0,252
2005,0,0
2005,0,46
2005,0,0
2005,0,11
2005,0,0
2005,0,0
2006,0,0
2006,0,166
2006,0,0
2006,0,0
2006,0,33
2006,0,1
2006,0,0
2006,0,0
2006,0,0
2006,0,6
2006,0,0
2006,0,99
2006,0,0
2006,0,2
2006,0,0
2006,0,0
2006,0,0
2006,0,195
2006,0,0
2006,0,0
2006,0,400
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,9
2006,0,329
2006,0,0
2006,0,85
2006,0,0
2006,0,1
2006,0,0
2006,5,25
2007,0,0
2007,4,138
2007,0,0
2007,0,0
2007,0,33
2007,0,1
2007,0,0
2007,0,0
2007,0,0
2007,0,8
2007,0,0
2007,0,98
2007,0,0
2007,0,2
2007,0,0
2007,0,0
2007,0,0
2007,1,188
2007,0,0
2007,0,6
2007,0,433
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,9
2007,0,391
2007,0,0
2007,0,58
2007,0,0
2007,0,1
2007,0,0
2007,2,25
2008,0,0
2008,0,199
2008,0,0
2008,0,0
2008,0,53
2008,0,1
2008,0,0
2008,0,0
2008,0,0
2008,0,8
2008,0,0
2008,0,97
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,153
2008,0,0
2008,0,1
2008,0,432
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,8
2008,0,465
2008,0,0
2008,0,61
2008,0,0
2008,0,0
2008,0,0
2008,0,30
2009,0,0
2009,0,144
2009,0,0
2009,0,0
2009,0,53
2009,0,1
2009,0,0
2009,0,0
2009,0,0
2009,0,8
2009,0,0
2009,0,96
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,148
2009,0,0
2009,0,0
2009,0,421
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,8
2009,0,508
2009,0,0
2009,1,33
2009,0,0
2009,0,0
2009,0,0
2009,0,34
2010,0,0
2010,0,68
2010,0,0
2010,0,0
2010,0,53
2010,0,1
2010,0,1
2010,0,0
2010,0,0
2010,0,8
2010,0,0
2010,0,93
2010,0,0
2010,0,0
2010,0,2
2010,0,0
2010,0,0
2010,0,128
2010,0,0
2010,0,2
2010,0,430
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,8
2010,0,550
2010,0,0
2010,1,6
2010,0,0
2010,3,0
2010,0,0
2010,1,24
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,3
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2001,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,3
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2002,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2003,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2004,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2005,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,18
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2006,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,18
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2007,0,0
2008,0,0
2008,0,0
2008,0,0
