582,4,856,677,82,436,507,1928,108,664,1919,2596,
21,0,68,47,6,38,43,196,16,27,176,223,
1340,69,2374,2309,1513,465,487,13828,43,2853,14441,16750,
37,1,217,179,40,32,30,853,40,77,752,931,
799,21,1571,1309,108,1232,1211,7153,283,907,6772,8081,
1,0,2,3,5,1,0,25,0,6,28,31,
715,33,1105,910,116,445,534,1611,106,831,1565,2475,
0,2,34,25,5,28,21,396,16,5,378,403,
671,155,2083,1248,194,2452,2502,3077,785,865,2849,4097,
791,0,1606,948,137,315,815,8764,158,928,8744,9692,
9,0,61,49,33,4,10,120,6,42,113,162,
181,93,225,219,81,2,7,989,1,262,1125,1344,
3,0,6,5,0,0,1,17,0,3,15,20,
0,0,0,0,0,0,0,0,0,0,0,0,
114,0,331,297,16,156,157,597,33,130,430,727,
6,0,14,8,1,4,6,40,4,7,39,47,
658,11,1171,1184,65,147,129,9077,5,723,8627,9811,
327,3,315,314,76,28,25,895,4,403,987,1301,
49,0,73,49,3,11,17,343,18,52,346,395,
350,11,672,653,5,4,5,4889,18,355,4602,5255,
73,29,336,266,67,145,192,1151,23,140,1054,1320,
279,4,278,256,12,40,50,1110,12,291,1149,1405,
94,5,135,18,13,66,176,625,7,107,719,737,
0,0,0,0,0,0,0,0,0,0,0,0,
634,50,986,988,178,32,29,5273,1,812,5147,6135,
715,23,1125,1116,49,328,274,9108,63,764,8779,9895,
3,0,77,1,0,45,55,72,66,3,74,75,
2,0,16,12,0,35,36,117,3,2,107,119,
0,0,0,0,0,0,0,3,0,0,3,3,
2,0,2,17,45,18,3,14,0,47,44,61,
422,0,477,493,45,84,68,2143,0,467,2117,2610,
7,0,6,5,3,16,17,9,0,10,14,19,
142,5,266,342,156,372,265,728,31,298,689,1031,
879,35,1245,1232,392,12,25,8569,0,1271,8643,9875,
0,0,4,3,0,1,0,3,2,0,0,3,
592,13,985,821,65,507,552,2079,119,657,1928,2749,
50,0,83,79,26,43,26,199,21,76,196,275,
1335,95,3709,3265,1703,487,685,13960,246,3038,13828,17093,
89,0,202,132,61,30,28,835,72,150,853,985,
722,21,1620,1166,64,1211,1574,7512,91,786,7153,8319,
0,0,0,0,0,0,0,25,0,0,25,25,
634,24,1230,1036,98,534,631,1891,97,732,1611,2647,
6,7,28,20,6,21,15,397,14,12,396,416,
714,229,2250,1324,167,2502,2554,3291,874,881,3077,4401,
688,6,1518,1217,124,815,644,9163,472,812,8764,9981,
17,0,39,26,0,10,10,129,13,17,120,146,
90,10,223,218,37,7,11,1070,1,127,989,1207,
5,0,6,6,0,1,1,18,0,5,17,23,
0,0,4,4,0,0,0,4,0,0,0,4,
109,0,419,305,31,157,191,762,80,140,597,902,
11,0,18,7,0,6,16,36,1,11,40,47,
577,29,1147,1106,73,129,170,9504,0,650,9077,10183,
192,0,274,252,67,25,43,888,4,259,895,1147,
84,0,115,88,5,17,38,342,6,89,343,431,
370,0,741,715,7,5,9,5227,22,377,4889,5604,
986,17,207,271,37,192,106,382,22,1023,1151,1422,
270,48,270,247,13,50,60,1026,13,283,1110,1357,
142,0,179,262,17,176,90,728,3,159,625,887,
0,0,0,0,0,0,0,0,0,0,0,0,
954,226,1047,1037,358,29,34,4772,5,1312,5273,6310,
717,17,1338,1221,53,274,367,9542,24,770,9108,10329,
3,0,68,2,0,55,50,71,71,3,72,74,
